position,name,lastName,age,country,gender,wealthSource,industry,worth,worthChange,realTimeWorth,realTimePosition,image 
2075,Simon Nixon,Nixon,50,United Kingdom,M,price comparison website,Technology,1100.0,0.0,,2022,https://specials-images.forbesimg.com/imageserve/5a81626ca7ea4316901342e4/416x416.jpg?background=000000&cropX1=1011&cropX2=3349&cropY1=0&cropY2=2336
2076,Michael O'Leary,O'Leary,57,Ireland,M,Ryanair,Service,1100.0,0.0,,2075,https://specials-images.forbesimg.com/imageserve/5a7f78c031358e4955ad1d08/416x416.jpg?background=000000&cropX1=1120&cropX2=3394&cropY1=291&cropY2=2564
2077,Liora Ofer,Ofer,64,Israel,F,investments,Finance and Investments,1100.0,10.353,,2015,https://specials-images.forbesimg.com/imageserve/58b87439a7ea431f321a7a5f/416x416.jpg?background=000000&cropX1=111&cropX2=681&cropY1=15&cropY2=585
2078,Roberto Ongpin,Ongpin,81,Philippines,M,diversified,Diversified,1100.0,0.0,,1767,https://specials-images.forbesimg.com/imageserve/c0d4f1ff9a0d79b34b9afad599537fae/416x416.jpg?background=000000&cropX1=217&cropX2=539&cropY1=11&cropY2=333
2079,Niti Osathanugrah,Osathanugrah,44,Thailand,M,investments,Finance and Investments,1100.0,,,1767,https://specials-images.forbesimg.com/imageserve/c0d4f1ff9a0d79b34b9afad599537fae/416x416.jpg?background=000000&cropX1=217&cropX2=539&cropY1=11&cropY2=333
2080,Frank Otto,Otto,60,Germany,M,retail,Fashion & Retail,1100.0,0.0,,2104,https://specials-images.forbesimg.com/imageserve/c0d4f1ff9a0d79b34b9afad599537fae/416x416.jpg?background=000000&cropX1=217&cropX2=539&cropY1=11&cropY2=333
2081,Gretel Packer,Packer,52,Australia,F,casinos,Media & Entertainment,1100.0,0.0,,1869,https://specials-images.forbesimg.com/imageserve/5a7a53f731358e4955acc87a/416x416.jpg?background=000000&cropX1=87&cropX2=946&cropY1=111&cropY2=970
2082,Alberto Palatchi,Palatchi,68,Spain,M,wedding dresses,Fashion & Retail,1100.0,0.0,,2091,https://specials-images.forbesimg.com/imageserve/5a810c2aa7ea431690133fce/416x416.jpg?background=000000&cropX1=937&cropX2=3124&cropY1=206&cropY2=2395
2083,Peng Jianhu,Peng,61,China,M,tourism,Media & Entertainment,1100.0,,,2091,https://specials-images.forbesimg.com/imageserve/5a7ce4d34bbe6f2652f50f9c/416x416.jpg?background=000000&cropX1=1566&cropX2=2400&cropY1=491&cropY2=1325
2084,Lucy Peng,Peng,45,China,F,e-commerce,Technology,1100.0,0.0,,1977,https://specials-images.forbesimg.com/imageserve/01ced083e93c20caaf0fcb876be45608/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
2085,Andrei Rappoport,Rappoport,55,Russia,M,investments,Finance and Investments,1100.0,0.0,,2016,https://specials-images.forbesimg.com/imageserve/5a80938ca7ea4316901339fe/416x416.jpg?background=000000&cropX1=34&cropX2=1677&cropY1=17&cropY2=1661
2086,Andrea Reimann-Ciardelli,Reimann-Ciardelli,61,United States,F,consumer goods,Fashion & Retail,1100.0,0.0,,1992,https://specials-images.forbesimg.com/imageserve/5a80938ca7ea4316901339fe/416x416.jpg?background=000000&cropX1=34&cropX2=1677&cropY1=17&cropY2=1661
2087,Igor Rotenberg,Rotenberg,45,Russia,M,"construction, real estate",Diversified,1100.0,0.0,,2044,https://specials-images.forbesimg.com/imageserve/5a80938ca7ea4316901339fe/416x416.jpg?background=000000&cropX1=34&cropX2=1677&cropY1=17&cropY2=1661
2088,Alan Rydge,Rydge,66,Australia,M,entertainment,Real Estate,1100.0,0.001,,2092,https://specials-images.forbesimg.com/imageserve/ecaea0c06abbd1976a433bac8bbc4571/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=2&cropY2=745
2089,Chris Sacca,Sacca,43,United States,M,venture capital investing,Finance and Investments,1100.0,0.0,,1890,https://specials-images.forbesimg.com/imageserve/5a9096094bbe6f0fa826695f/416x416.jpg?background=000000&cropX1=523&cropX2=1474&cropY1=206&cropY2=1157
2090,Alexander Samwer,Samwer,43,Germany,M,tech investments,Technology,1100.0,0.0,,1918,https://specials-images.forbesimg.com/imageserve/5a7e055ea7ea431690131ce8/416x416.jpg?background=000000&cropX1=8&cropX2=1711&cropY1=127&cropY2=1829
2091,Marc Samwer,Samwer,47,Germany,M,tech investments,Technology,1100.0,0.0,,1919,https://specials-images.forbesimg.com/imageserve/5a7e2c6a31358e4955ad1168/416x416.jpg?background=000000&cropX1=994&cropX2=3323&cropY1=10&cropY2=2339
2092,Oliver Samwer,Samwer,44,Germany,M,tech investments,Technology,1100.0,0.0,,1920,https://specials-images.forbesimg.com/imageserve/5a7e30c54bbe6f2652f527bf/416x416.jpg?background=000000&cropX1=343&cropX2=3006&cropY1=6&cropY2=2667
2093,Neil Shen,Shen,50,Hong Kong,M,venture capital,Finance and Investments,1100.0,0.0,,2074,https://specials-images.forbesimg.com/imageserve/56ec6894e4b0c144a7f79796/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
2094,Albert Shigaboutdinov,Shigaboutdinov,65,Russia,M,"refinery, chemicals",Diversified,1100.0,0.0,,2000,https://specials-images.forbesimg.com/imageserve/5a807a5e4bbe6f2652f53c13/416x416.jpg?background=000000&cropX1=601&cropX2=2934&cropY1=5&cropY2=2336
2095,Shin Dong-Joo,Shin,64,South Korea,M,retail,Fashion & Retail,1100.0,0.0,,2048,https://specials-images.forbesimg.com/imageserve/5b15b5b54bbe6f74868b92c4/416x416.jpg?background=000000&cropX1=834&cropX2=2348&cropY1=109&cropY2=1623
2096,Yoshiko Shinohara,Shinohara,83,Japan,F,staffing,Service,1100.0,0.0,,2111,https://specials-images.forbesimg.com/imageserve/589fcb37a7ea431f32194e2f/416x416.jpg?background=000000&cropX1=147&cropX2=596&cropY1=230&cropY2=680
2097,Analjit Singh,Singh,64,India,M,healthcare,Healthcare,1100.0,0.0,,2141,https://specials-images.forbesimg.com/imageserve/5a7f04ee31358e4955ad1755/416x416.jpg?background=000000&cropX1=2503&cropX2=4372&cropY1=16&cropY2=1884
2098,Stephen Smith,Smith,67,Canada,M,finance and investments,Finance and Investments,1100.0,0.0,,2045,https://specials-images.forbesimg.com/imageserve/5a96cf304bbe6f0fa826db53/416x416.jpg?background=000000&cropX1=0&cropX2=1920&cropY1=104&cropY2=2025
2099,Michael Steinhardt,Steinhardt,77,United States,M,finance,Finance and Investments,1100.0,0.0,,2026,https://specials-images.forbesimg.com/imageserve/5a90ac1e4bbe6f0fa8266b40/416x416.jpg?background=000000&cropX1=506&cropX2=2486&cropY1=81&cropY2=2061
2100,Svein Stole,Stole,55,Norway,M,investments,Finance and Investments,1100.0,,,2026,https://specials-images.forbesimg.com/imageserve/58a390f631358e1a35ab6405/416x416.jpg?background=000000&cropX1=114&cropX2=705&cropY1=10&cropY2=601
2101,Rustem Sulteev,Sulteev,64,Russia,M,"refinery, chemicals",Energy,1100.0,-0.001,,2005,https://specials-images.forbesimg.com/imageserve/5a80b4224bbe6f2652f53fd0/416x416.jpg?background=000000&cropX1=4&cropX2=2224&cropY1=9&cropY2=2228
2102,Julio Patricio Supervielle,Supervielle,61,Argentina,M,banking,Finance and Investments,1100.0,,,2005,https://specials-images.forbesimg.com/imageserve/5a7a303231358e4955acc511/416x416.jpg?background=000000&cropX1=1360&cropX2=2600&cropY1=180&cropY2=1419
2103,Min-Liang Tan,Tan,40,Singapore,M,gaming,Media & Entertainment,1100.0,,,2005,https://specials-images.forbesimg.com/imageserve/5a80ed304bbe6f2652f542d5/416x416.jpg?background=000000&cropX1=554&cropX2=3223&cropY1=0&cropY2=2667
2104,Hary Tanoesoedibjo,Tanoesoedibjo,52,Indonesia,M,media,Media & Entertainment,1100.0,0.0,,2110,https://specials-images.forbesimg.com/imageserve/5a7f6d564bbe6f2652f53231/416x416.jpg?background=000000&cropX1=206&cropX2=2800&cropY1=74&cropY2=2668
2105,Sukanto Tanoto,Tanoto,68,Indonesia,M,diversified,Diversified,1100.0,0.0,,2081,https://specials-images.forbesimg.com/imageserve/a96a99f9ad71a1c36b18128c2ee29d72/416x416.jpg?background=000000&cropX1=92&cropX2=720&cropY1=135&cropY2=763
2106,Tiong Hiew King,Tiong,83,Malaysia,M,"timber, media",Diversified,1100.0,-0.001,,2140,https://specials-images.forbesimg.com/imageserve/e3e7e9c8c53ae71eaaa4fe81fad75e44/416x416.jpg?background=000000&cropX1=2&cropX2=703&cropY1=3&cropY2=704
2107,Laurie Tisch,Tisch,67,United States,F,"insurance, NFL team",Diversified,1100.0,0.0,,1966,https://specials-images.forbesimg.com/imageserve/e3e7e9c8c53ae71eaaa4fe81fad75e44/416x416.jpg?background=000000&cropX1=2&cropX2=703&cropY1=3&cropY2=704
2108,Steven Tisch,Tisch,69,United States,M,insurance,Diversified,1100.0,0.0,,1967,https://specials-images.forbesimg.com/imageserve/e3e7e9c8c53ae71eaaa4fe81fad75e44/416x416.jpg?background=000000&cropX1=2&cropX2=703&cropY1=3&cropY2=704
2109,James Truchard,Truchard,74,United States,M,software,Technology,1100.0,0.0,,2139,https://specials-images.forbesimg.com/imageserve/5a90a9434bbe6f0fa8266b0b/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=54&cropY2=1554
2110,Vardis Vardinoyannis,Vardinoyannis & family,85,Greece,M,oil and gas,Energy,1100.0,0.0,,2068,https://specials-images.forbesimg.com/imageserve/5a871defa7ea43169013afa6/416x416.jpg?background=000000&cropX1=969&cropX2=4338&cropY1=281&cropY2=3648
2111,Murat Vargi,Vargi,70,Turkey,M,telecom,Telecom,1100.0,0.0,,2028,https://specials-images.forbesimg.com/imageserve/58b7485a31358e1a35ac5079/416x416.jpg?background=000000&cropX1=39&cropX2=680&cropY1=35&cropY2=676
2112,Wan Lianbu,Wan,52,China,M,fertilizers,Manufacturing,1100.0,,,2028,https://specials-images.forbesimg.com/imageserve/58b7485a31358e1a35ac5079/416x416.jpg?background=000000&cropX1=39&cropX2=680&cropY1=35&cropY2=676
2113,Wang Miaotong,Wang,61,China,M,auto parts,Automotive,1100.0,0.0,,2067,https://specials-images.forbesimg.com/imageserve/58b7485a31358e1a35ac5079/416x416.jpg?background=000000&cropX1=39&cropX2=680&cropY1=35&cropY2=676
2114,Wang Zhenghua,Wang,74,China,M,budget airline,Service,1100.0,0.0,,1859,https://specials-images.forbesimg.com/imageserve/5a7d055da7ea431690130d9b/416x416.jpg?background=000000&cropX1=881&cropX2=4133&cropY1=14&cropY2=3264
2115,Wen Jianping,Wen,56,China,M,sewage treatment,Service,1100.0,,,1859,https://specials-images.forbesimg.com/imageserve/888de6700061e95179d28f706cfe2196/416x416.jpg?background=000000&cropX1=50&cropX2=697&cropY1=0&cropY2=648
2116,Myron Wentz,Wentz,78,St. Kitts and Nevis,M,health products,Fashion & Retail,1100.0,0.0,,1495,https://specials-images.forbesimg.com/imageserve/5a87186431358e4955ada187/416x416.jpg?background=000000&cropX1=0&cropX2=2001&cropY1=73&cropY2=2074
2117,Xia Zuoquan,Xia,56,China,M,automobiles,Automotive,1100.0,,,1495,https://specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772
2118,Swift Xie,Xie,,China,M,drones,Technology,1100.0,0.0,,2004,https://specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772
2119,Yao Jinbo,Yao,42,China,M,online marketplace,Technology,1100.0,0.0,,1929,https://specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772
2120,Fatma Tuba Yazici,Yazici,45,Turkey,F,diversified,Diversified,1100.0,,,1929,https://specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772
2121,Zhang Zhirong,Zhang,49,Hong Kong,M,"real estate, shipbuilding",Diversified,1100.0,,,1929,https://specials-images.forbesimg.com/imageserve/de34525958dbc6544d59b65b8b7f34a2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
2122,Zhao Yan,Zhao,51,China,F,"real estate, finance",Diversified,1100.0,-0.001,,2136,https://specials-images.forbesimg.com/imageserve/de34525958dbc6544d59b65b8b7f34a2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
2123,Zhou Zongwen,Zhou,61,China,M,jewelry,Fashion & Retail,1100.0,0.0,,1684,https://specials-images.forbesimg.com/imageserve/5a8dfecaa7ea4316901410ba/416x416.jpg?background=000000&cropX1=16&cropX2=1798&cropY1=89&cropY2=1873
2124,Raamdeo Agrawal,Agrawal,61,India,M,financial services,Finance and Investments,1000.0,,,1684,https://specials-images.forbesimg.com/imageserve/5a7f439a4bbe6f2652f52fd9/416x416.jpg?background=000000&cropX1=1046&cropX2=2903&cropY1=811&cropY2=2667
2125,Maurizio Billi,Billi,60,Brazil,M,generic drugs,Healthcare,1000.0,,,1684,https://specials-images.forbesimg.com/imageserve/5a7b8e8ea7ea43169012f07e/416x416.jpg?background=000000&cropX1=307&cropX2=843&cropY1=812&cropY2=1349
2126,Sara Blakely,Blakely,47,United States,F,Spanx,Fashion & Retail,1000.0,0.0,,2127,https://specials-images.forbesimg.com/imageserve/5a8f0f414bbe6f0fa8264701/416x416.jpg?background=000000&cropX1=967&cropX2=3184&cropY1=21&cropY2=2236
2127,Pete Bodharamik,Bodharamik,45,Thailand,M,telecom,Telecom,1000.0,,,2127,https://specials-images.forbesimg.com/imageserve/5ad8eb9d31358e4112b83070/416x416.jpg?background=000000&cropX1=0&cropX2=2747&cropY1=876&cropY2=3624
2128,Cao Kejian,Cao,56,China,M,air compressors,Manufacturing,1000.0,0.0,,2002,https://specials-images.forbesimg.com/imageserve/49e29e276e6cce1a013720fcdb4c4bcc/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=127&cropY2=870
2129,Morris Chang,Chang,86,Taiwan,M,semiconductors,Technology,1000.0,,,2002,https://specials-images.forbesimg.com/imageserve/5a813145a7ea4316901340f8/416x416.jpg?background=000000&cropX1=5&cropX2=2449&cropY1=0&cropY2=2446
2130,Richard Chang,Chang,71,Taiwan,M,"real estate, electronics",Real Estate,1000.0,,,2002,https://specials-images.forbesimg.com/imageserve/139f1ffa4917e7932adae4f11adbc9d5/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=73&cropY2=809
2131,Chen Jianming,Chen,62,China,M,real estate,Real Estate,1000.0,,,2002,https://specials-images.forbesimg.com/imageserve/5a8df6004bbe6f2652f62c45/416x416.jpg?background=000000&cropX1=0&cropX2=2158&cropY1=107&cropY2=2267
2132,Cho Yang-Rai,Cho,80,South Korea,M,tire manufacturing,Manufacturing,1000.0,,,2002,https://specials-images.forbesimg.com/imageserve/571a76ac4bbe6f6f9574db20/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=45&cropY2=789
2133,Yvon Chouinard,Chouinard,79,United States,M,Patagonia,Fashion & Retail,1000.0,0.0,,2153,https://specials-images.forbesimg.com/imageserve/5a90afa0a7ea434a0c2723f4/416x416.jpg?background=000000&cropX1=0&cropX2=3633&cropY1=218&cropY2=3851
2134,Eduard Chukhlebov,Chukhlebov,54,Russia,M,metallurgy,Metals & Mining,1000.0,,,2153,https://specials-images.forbesimg.com/imageserve/5a90afa0a7ea434a0c2723f4/416x416.jpg?background=000000&cropX1=0&cropX2=3633&cropY1=218&cropY2=3851
2135,Jack Cockwell,Cockwell,77,Canada,M,"Real Estate, Private Equity",Finance and Investments,1000.0,-0.001,,2083,https://specials-images.forbesimg.com/imageserve/5a7bad2b31358e4955ace1c2/416x416.jpg?background=000000&cropX1=776&cropX2=1727&cropY1=390&cropY2=1342
2136,John Collison,Collison,27,Ireland,M,Stripe,Technology,1000.0,0.0,,2150,https:http://specials-images.forbesimg.com/imageserve/58586292a7ea431d601b5365/416x416.jpg?background=000000&cropX1=42&cropX2=718&cropY1=151&cropY2=828
2137,Patrick Collison,Collison,29,Ireland,M,Stripe,Technology,1000.0,0.0,,2152,https:http://specials-images.forbesimg.com/imageserve/583db027a7ea431d601a1cf4/416x416.jpg?background=000000&cropX1=151&cropX2=618&cropY1=50&cropY2=517
2138,Henry Davis,Davis,67,United States,M,beef processing,Food and Beverage,1000.0,0.0,,2149,https:http://specials-images.forbesimg.com/imageserve/583db027a7ea431d601a1cf4/416x416.jpg?background=000000&cropX1=151&cropX2=618&cropY1=50&cropY2=517
2139,Francois Feuillet,Feuillet,69,France,M,"motorhomes, RVs",Automotive,1000.0,0.0,,1166,https://specials-images.forbesimg.com/imageserve/5a7deeb3a7ea431690131b81/416x416.jpg?background=000000&cropX1=551&cropX2=1315&cropY1=491&cropY2=1255
2140,Susumu Fujita,Fujita,45,Japan,M,internet media,Media & Entertainment,1000.0,0.0,,1492,https://specials-images.forbesimg.com/imageserve/5ac25677a7ea432fbc1dc95b/416x416.jpg?background=000000&cropX1=1197&cropX2=3773&cropY1=0&cropY2=2574
2141,Filaret Galchev,Galchev,55,Russia,M,construction materials,Construction & Engineering,1000.0,,,1492,https://specials-images.forbesimg.com/imageserve/5a80a4ea4bbe6f2652f53e3a/416x416.jpg?background=000000&cropX1=5&cropX2=2700&cropY1=110&cropY2=2805
2142,Yuri Gushchin,Gushchin,73,Russia,M,"candy, real estate",Food and Beverage,1000.0,,,1492,https://specials-images.forbesimg.com/imageserve/5a80a4ea4bbe6f2652f53e3a/416x416.jpg?background=000000&cropX1=5&cropX2=2700&cropY1=110&cropY2=2805
2143,David Hall,Hall,66,United States,M,automotive technology,Automotive,1000.0,0.0,,2148,https://specials-images.forbesimg.com/imageserve/5a80a4ea4bbe6f2652f53e3a/416x416.jpg?background=000000&cropX1=5&cropX2=2700&cropY1=110&cropY2=2805
2144,He Simo,He,53,China,M,power supply manufacturer,Manufacturing,1000.0,,,2148,https://specials-images.forbesimg.com/imageserve/5a80a4ea4bbe6f2652f53e3a/416x416.jpg?background=000000&cropX1=5&cropX2=2700&cropY1=110&cropY2=2805
2145,Hon Kwok Lung,Hon,63,Hong Kong,M,real estate,Fashion & Retail,1000.0,,,2148,https://specials-images.forbesimg.com/imageserve/5a7e6b7ba7ea431690132536/416x416.jpg?background=000000&cropX1=657&cropX2=3484&cropY1=6&cropY2=2832
2146,Elie Horn,Horn,74,Brazil,M,real estate,Real Estate,1000.0,,,2148,https://specials-images.forbesimg.com/imageserve/0557a8ea2c33392fcfe0f04570cba9a3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=108&cropY2=852
2147,Huang Bingwen,Huang,64,Australia,M,packaging,Manufacturing,1000.0,,,2148,https://specials-images.forbesimg.com/imageserve/0557a8ea2c33392fcfe0f04570cba9a3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=108&cropY2=852
2148,Huang Xiaofen,Huang,56,China,F,printed circuit boards,Technology,1000.0,0.0,,1980,https://specials-images.forbesimg.com/imageserve/0557a8ea2c33392fcfe0f04570cba9a3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=108&cropY2=852
2149,Masayuki Ishihara,Ishihara,69,Japan,M,pachinko machines,Gambling & Casinos,1000.0,0.0,,1951,https://specials-images.forbesimg.com/imageserve/0557a8ea2c33392fcfe0f04570cba9a3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=108&cropY2=852
2150,Tarang Jain,Jain,56,India,M,auto components,Manufacturing,1000.0,,,1951,https://specials-images.forbesimg.com/imageserve/5a7f54554bbe6f2652f53142/416x416.jpg?background=000000&cropX1=7&cropX2=579&cropY1=119&cropY2=690
2151,Jiang Wei,Jiang,56,China,M,pharmaceuticals,Healthcare,1000.0,,,1951,https://specials-images.forbesimg.com/imageserve/f9d6a064550c4c3c3bda90dae6c1efe2/416x416.jpg?background=000000&cropX1=39&cropX2=744&cropY1=32&cropY2=738
2152,Jiang Xuefei,Jiang,48,China,M,printed circuit boards,Technology,1000.0,0.0,,1975,https://specials-images.forbesimg.com/imageserve/f9d6a064550c4c3c3bda90dae6c1efe2/416x416.jpg?background=000000&cropX1=39&cropX2=744&cropY1=32&cropY2=738
2153,David Kabiller,Kabiller,54,United States,M,investment management,Finance and Investments,1000.0,0.0,,1844,https://specials-images.forbesimg.com/imageserve/58c0780f31358e1a35aca9f4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
2154,Morris Kahn,Kahn,88,Israel,M,software,Technology,1000.0,0.0,,2151,https://specials-images.forbesimg.com/imageserve/5a7f7d4ba7ea431690132df5/416x416.jpg?background=000000&cropX1=6&cropX2=898&cropY1=143&cropY2=1035
2155,"Anton Kathrein, Jr.",Kathrein,33,Germany,M,antennas,Manufacturing,1000.0,,,2151,https://specials-images.forbesimg.com/imageserve/5a7f7d4ba7ea431690132df5/416x416.jpg?background=000000&cropX1=6&cropX2=898&cropY1=143&cropY2=1035
2156,Kim Dae-Il,Kim,38,South Korea,M,mobile gaming,Technology,1000.0,,,2151,https://specials-images.forbesimg.com/imageserve/5a871705a7ea43169013af00/416x416.jpg?background=000000&cropX1=203&cropX2=1062&cropY1=167&cropY2=1025
2157,Michael Kim,Kim,54,South Korea,M,Investment,Finance and Investments,1000.0,0.0,,2098,https:http://specials-images.forbesimg.com/imageserve/571e4d01a7ea43722d78238c/416x416.jpg?background=000000&cropX1=98&cropX2=612&cropY1=10&cropY2=524
2158,Ihor Kolomoyskyy,Kolomoyskyy,55,Ukraine,M,"banking, investments",Diversified,1000.0,0.001,,2008,https://specials-images.forbesimg.com/imageserve/58a3b205a7ea431f32198723/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=50&cropY2=794
